Study;Subsample;Clusters;Pairs;Measure;MonoN;MonoMean;MonoSD;BiN;BiMean;BiSD;Year_0f_Publication;Peer;Country;Sample description;L1;L2;LanguagePair;AgeGroup;B_AgeM;B_AgeSD;M_AgeM;M_AgeSD;AoA_early;AoA_child;Prof_L2;Immigrant;IQ_match;Educ_match;Vocab_match;Stimuli;StimulusMaterial;TestingLanguage;Task;Domain;TaskMeasure;MeasureType;TaskVersion;RT/ACC;Reverse 
Kousaie et al. (2014);2;107;132;544;36;10,28;1,91;31;11,19;1,72;2014;peer;CAN;Older participants;ENG;FRE;EngFre;older;70,69;5,86;72,26;6,43;other;other;high;Three;NA;1;3;Digits (counterbalanced ENG, FRE or bilingual administration);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Kousaie et al. (2014);2;107;133;545;36;10,28;1,91;31;10,47;2,4;2014;peer;CAN;Older participants;FRE;ENG;EngFre;older;70,69;5,86;72,6;6,59;other;other;high;Three;NA;1;1;Digits (counterbalanced ENG, FRE or bilingual administration);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Kousaie et al. (2014);2;107;133;547;36;7,06;2,19;31;7,07;2,03;2014;peer;CAN;Older participants;FRE;ENG;EngFre;older;70,69;5,86;72,6;6,59;other;other;high;Three;NA;1;1;Digits (counterbalanced ENG, FRE or bilingual administration);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Limberger (2014);1;115;142;149;19;21;9;20;20;18;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28;5,9;30;6,1;NA;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Limberger (2014);1;115;142;150;19;12;13;20;13;15;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28;5,9;30;6,1;NA;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Limberger (2014);1;115;142;151;19;47;23;20;49;17;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28;5,9;30;6,1;NA;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Limberger (2014);1;115;143;152;19;620;101;20;565;58;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28;5,9;30;6,1;NA;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Limberger (2014);1;115;142;121;20;29,6;25,3;19;30,9;28,9;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28;5,9;30;6,1;NA;child;high;Three;NA;1;NA;Words (no information on L1/L2);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;ReadingSpan;3;reversed
Limberger (2014);2;115;143;153;19;21;9;20;15;20;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28,9;6,3;30;6,1;NA;NA;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Limberger (2014);2;115;143;154;19;12;13;20;14;18;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28,9;6,3;30;6,1;NA;NA;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Limberger (2014);2;115;143;155;19;47;23;20;44;25;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28,9;6,3;30;6,1;NA;NA;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Limberger (2014);2;115;143;156;19;620;101;20;528;67;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28,9;6,3;30;6,1;NA;NA;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Limberger (2014);2;115;143;122;20;33,1;26,9;19;30,9;28,9;2014;other;BRA;Adults;POR;HUN;PorHun;younger;28,9;6,3;30;6,1;NA;NA;high;Three;NA;1;NA;Words (no information on L1/L2);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;ReadingSpan;3;reversed
Marian et al. (2014);1;130;165;409;18;38,1;28,8;17;33,3;23,9;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;21;2,88;22,28;3,69;other;child;high;NA;NA;1;NA;Colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Marian et al. (2014);1;130;165;548;17;15,59;2,67;18;17,67;1,91;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;21;2,88;22,28;3,69;other;child;high;NA;NA;1;NA;Digits (L2);V;2;SimpleSpan;WM;SimpleSpan;All;DigitSpan;3;reversed
Moreno et al. (2014);1;139;174;259;15;95,6;5,42;13;92,4;6,85;2014;peer;CAN;Younger adults;ENG;> 2;other;younger;23;NA;26,5;NA;other;other;high;One;1;1;1;Geometrical shapes;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccGoNogo;GoNogo;2;reversed
Moreno et al. (2014);1;139;175;260;15;95,6;5,42;15;92,3;5,03;2014;peer;CAN;Younger adults;ENG;> 2;other;younger;23;NA;23,6;NA;other;other;high;One;1;1;1;Geometrical shapes;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccGoNogo;GoNogo;2;reversed
Morini (2014);1;140;176;157;32;106,6;34,7;28;88,3;21;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Morini (2014);1;140;176;158;32;565,8;81,9;28;558,3;65,5;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;ANT;1;
Morini (2014);1;140;176;550;32;4,9;1,3;32;4,9;0,91;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Digits (ENG/mostly L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Morini (2014);1;140;176;551;32;7,2;1,7;32;7,3;1,3;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Digits (ENG/mostly L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Morini (2014);2;141;177;159;29;102,3;25,4;29;89,8;25,6;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Morini (2014);2;141;177;160;29;530,2;57,1;29;529;60;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;ANT;1;
Morini (2014);2;141;177;553;32;4,8;1,5;32;4,7;1,5;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Digits (ENG/mostly L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Morini (2014);2;141;177;552;32;7,3;1,5;32;6,9;1,4;2014;other;USA & CAN;University students;ENG;> 2;other;younger;NA;NA;NA;NA;early;child;high;Two;NA;1;NA;Digits (ENG/mostly L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Oschwald (2014);1;145;181;802;25;254,8;202,2;26;224,7;210,8;2014;other;CHE;Young adults;GER;SWI;other;younger;23,46;4,32;24,48;3,55;other;child;high;Three;1;1;NA;Digits (no information on language);V;0;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;Digits;1;
Oschwald (2014);1;145;181;801;25;469,6;158,4;26;388,2;198,9;2014;other;CHE;Young adults;GER;SWI;other;younger;23,46;4,32;24,48;3,55;other;child;high;Three;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Oschwald (2014);1;145;181;804;25;399,8;284,3;26;292,9;168,2;2014;other;CHE;Young adults;GER;SWI;other;younger;23,46;4,32;24,48;3,55;other;child;high;Three;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Oschwald (2014);1;145;181;803;25;347,1;214,7;26;336,3;205;2014;other;CHE;Young adults;GER;SWI;other;younger;23,46;4,32;24,48;3,55;other;child;high;Three;1;1;NA;Digits (no information on language);V;0;TaskSwitching;Shifting;TShifting;SCost;Digits;1;
Oschwald (2014);2;145;182;805;25;469,6;158,4;33;376,5;207,8;2014;other;CHE;Young adults;GER;> 2;other;younger;22,63;3,26;24,48;3,55;other;child;high;Two;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Oschwald (2014);2;145;182;806;25;254,8;202,2;33;211,6;183,2;2014;other;CHE;Young adults;GER;> 2;other;younger;22,63;3,26;24,48;3,55;other;child;high;Two;1;1;NA;Digits (no information on language);V;0;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;Digits;1;
Oschwald (2014);2;145;182;808;25;399,8;284,3;33;375,4;211,8;2014;other;CHE;Young adults;GER;> 2;other;younger;22,63;3,26;24,48;3,55;other;child;high;Two;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Oschwald (2014);2;145;182;807;25;347,1;214,7;33;324,7;175,7;2014;other;CHE;Young adults;GER;> 2;other;younger;22,63;3,26;24,48;3,55;other;child;high;Two;1;1;NA;Digits (no information on language);V;0;TaskSwitching;Shifting;TShifting;SCost;Digits;1;
Oschwald (2014);3;145;183;809;25;469,6;158,4;25;417,5;214,7;2014;other;CHE;Young adults;GER;> 2;other;younger;23,38;3,47;24,48;3,55;other;child;high;Two;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Oschwald (2014);3;145;183;810;25;254,8;202,2;25;206,1;206,4;2014;other;CHE;Young adults;GER;> 2;other;younger;23,38;3,47;24,48;3,55;other;child;high;Two;1;1;NA;Digits (no information on language);V;0;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;Digits;1;
Oschwald (2014);3;145;183;812;25;399,8;284,3;25;293,9;186,1;2014;other;CHE;Young adults;GER;> 2;other;younger;23,38;3,47;24,48;3,55;other;child;high;Two;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Oschwald (2014);3;145;183;811;25;347,1;214,7;25;284,3;153,7;2014;other;CHE;Young adults;GER;> 2;other;younger;23,38;3,47;24,48;3,55;other;child;high;Two;1;1;NA;Digits (no information on language);V;0;TaskSwitching;Shifting;TShifting;SCost;Digits;1;
Paap & Sawi (2014);1;149;188;41;61;41;85,91;56;34;127,22;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;Letters;V;0;Antisaccade;Inhibition;AntisaccadeInhibition;Effect;AntisaccadeLetters;1;
Paap & Sawi (2014);1;149;188;161;62;89;27,24;58;81;29,24;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Paap & Sawi (2014);1;149;188;418;62;28;27,56;58;41;28,86;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;"""Z"" or ""/""";V;0;Simon;Inhibition;SimonInhibition;Effect;SimonLetters;1;
Paap & Sawi (2014);1;149;188;162;62;558;75,51;58;537;73,87;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Paap & Sawi (2014);1;149;188;419;62;463;42,6;58;490;62,53;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;"""Z"" or ""/""";V;0;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonLetters;1;
Paap & Sawi (2014);1;149;188;820;62;212;221,18;58;294;316,13;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;Colour/shape (X and Z or . and /);V;0;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Paap & Sawi (2014);1;149;188;819;62;212;148,82;58;200;138,68;2014;peer;USA;University students;ENG;> 2;other;younger;24,4;0,78;24,8;1,1;early;child;high;NA;NA;1;NA;Colour/shape (X and Z or . and /);V;0;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Pelham & Abrams (2014);1;150;189;163;30;122,8;59,2;30;92,5;41,3;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;22;3,4;19,3;2,2;other;other;other;NA;NA;1;NA;Arrows;NV;NA;ANTFlanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Pelham & Abrams (2014);1;150;189;556;30;7,9;2,2;30;7,2;2;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;22;3,4;19,3;2,2;other;other;other;NA;NA;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Pelham & Abrams (2014);1;150;189;557;30;9,3;2,5;30;9,4;2;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;22;3,4;19,3;2,2;other;other;other;NA;NA;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Pelham & Abrams (2014);2;150;190;164;30;122,8;59,2;30;85,9;39,1;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;20,3;1,8;19,3;2,2;early;child;high;NA;NA;1;NA;Arrows;NV;NA;ANTFlanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Pelham & Abrams (2014);2;150;190;558;30;7,3;2;30;7,2;2;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;20,3;1,8;19,3;2,2;early;child;high;NA;NA;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Pelham & Abrams (2014);2;150;190;559;30;9,3;2,1;30;9,4;2;2014;peer;USA;University students;ENG;SPA;EngSpa;younger;20,3;1,8;19,3;2,2;early;child;high;NA;NA;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Pelham (2014);1;152;193;219;30;720,4;42,5;30;709,5;57,5;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20;1,8;19,1;1,4;NA;NA;high;NA;NA;1;1;Arrows and lines;NV;NA;Flanker;Inhibition;FlankerInhibition;Incongruent;Flanker;1;
Pelham (2014);1;152;193;218;30;672,2;38,57;30;627,67;52,71;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20;1,8;19,1;1,4;NA;NA;high;NA;NA;1;1;Arrows and lines;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Pelham (2014);1;152;193;561;30;5,2;1,4;30;5,2;1,4;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20;1,8;19,1;1,4;NA;NA;high;NA;NA;1;1;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Pelham (2014);1;152;193;560;30;7,1;1,1;30;7,9;1,4;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20;1,8;19,1;1,4;NA;NA;high;NA;NA;1;1;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Pelham (2014);2;153;194;562;30;6,6;1,4;30;7,1;1,4;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20,3;1,3;18,8;1,2;NA;NA;high;NA;NA;2;1;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Pelham (2014);2;153;194;563;30;4,9;1,5;30;4,8;1,4;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20,3;1,3;18,8;1,2;NA;NA;high;NA;NA;2;1;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Pelham (2014);3;154;195;564;30;6,7;1,3;30;7,2;1,4;2014;other;USA;University students;ENG;SPA;EngSpa;younger;19,2;1,3;18,6;3,5;NA;NA;high;NA;NA;1;1;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Pelham (2014);3;154;195;565;30;4,7;1,4;30;4,7;1;2014;other;USA;University students;ENG;SPA;EngSpa;younger;19,2;1,3;18,6;3,5;NA;NA;high;NA;NA;1;1;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Rabkina (2014);1;161;205;741;6;87;44;6;104;37;2014;other;USA;College students;ENG;SPA;EngSpa;younger;22;5;19;1;other;other;high;NA;1;1;NA;Words, story prime (ENG/L1, L2);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Rabkina (2014);1;161;205;742;6;707;86;6;723;118;2014;other;USA;College students;ENG;SPA;EngSpa;younger;22;5;19;1;other;other;high;NA;1;1;NA;Words, story prime (ENG/L1, L2);V;0;Stroop;Monitoring;StroopMonitoring;Congruent;StroopWordColor;1;
Rietbergen (2014);1;164;209;221;30;111,4;148,27;26;112,21;50,99;2014;other;HK/ITA;Older participants;"ITA (30); CAN (20); MAN (10)";"ENG (16); MAN (10); CAN (4)";other;older;62,65;5,92;61,85;6,71;other;other;other;NA;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Rietbergen (2014);1;164;209;220;30;714,47;136,56;26;618,31;68,76;2014;other;HK/ITA;Older participants;"ITA (30); CAN (20); MAN (10)";"ENG (16); MAN (10); CAN (4)";other;older;62,65;5,92;61,85;6,71;other;other;other;NA;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;Flanker;1;
Ryskin et al. (2014);1;173;221;748;32;0,23;0,13;32;0,17;0,2;2014;peer;USA;University students;ENG;> 2;other;younger;20;1,27;21,16;1,76;other;child;high;NA;NA;1;NA;Words (no information on language);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Ryskin et al. (2014);1;173;221;94;32;10;1,47;32;10,06;2,18;2014;peer;USA;University students;ENG;> 2;other;younger;20;1,27;21,16;1,76;other;child;high;NA;NA;1;NA;NA;V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;Minus2Span;3;reversed
Ryskin et al. (2014);1;173;221;93;32;7,44;1,39;32;8,11;1,02;2014;peer;USA;University students;ENG;> 2;other;younger;20;1,27;21,16;1,76;other;child;high;NA;NA;1;NA;NA;V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;ListeningSpan;3;reversed
Ryskin et al. (2014);1;173;221;117;32;7,08;1,24;32;7,45;1,34;2014;peer;USA;University students;ENG;> 2;other;younger;20;1,27;21,16;1,76;other;child;high;NA;NA;1;NA;Words (no information on language);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;ReadingSpan;3;reversed
Ryskin et al. (2014);1;173;221;322;32;7,59;1,39;32;8,04;1,41;2014;peer;USA;University students;ENG;> 2;other;younger;20;1,27;21,16;1,76;other;child;high;NA;NA;1;NA;Words (no information on language);V;0;LNS;WM;LNS;LNS;AlphaSpan;3;reversed
Ryskin et al. (2014);2;174;222;172;21;37,79;49,19;20;30,94;58,43;2014;peer;USA;University students;ENG;> 2;other;younger;19,8;1,4;18,7;0,8;early;child;high;NA;1;1;3;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Ryskin et al. (2014);2;174;222;169;21;43,06;29,4;20;45,06;23,26;2014;peer;USA;University students;ENG;> 2;other;younger;19,8;1,4;18,7;0,8;early;child;high;NA;1;1;3;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Ryskin et al. (2014);2;174;222;170;21;136,06;44,27;20;180;136,9;2014;peer;USA;University students;ENG;> 2;other;younger;19,8;1,4;18,7;0,8;early;child;high;NA;1;1;3;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Ryskin et al. (2014);2;174;222;171;21;548,33;48,25;20;584,47;83,53;2014;peer;USA;University students;ENG;> 2;other;younger;19,8;1,4;18,7;0,8;early;child;high;NA;1;1;3;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Ryskin et al. (2014);3;175;223;749;20;151,39;246,27;19;119,8;159,93;2014;peer;USA;University students;ENG;> 2;other;younger;20,11;1,41;20,86;1,93;other;child;high;NA;NA;1;NA;Words (no information on language);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Teubner-Rhodes (2014);1;194;244;753;33;52,95;30,79;33;70,25;41,3;2014;other;USA;University students;ENG;SPA;EngSpa;younger;20,19;1,94;19,88;1,75;other;child;high;NA;NA;1;NA;Words (ENG/L2);V;2;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Wierzbicki (2014);1;201;252;176;64;336,78;115,5;59;317,57;85,03;2014;other;UK/USA/CHI/GER/OTHER;Young adults from an online market research community;ENG;GER/CHI;other;younger;NA;NA;24,2;5,9;other;other;other;One;NA;NA;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;NoCue;ANT;1;
Wierzbicki (2014);1;201;252;174;64;327,18;107,35;59;320,79;85,74;2014;other;UK/USA/CHI/GER/OTHER;Young adults from an online market research community;ENG;GER/CHI;other;younger;NA;NA;24,2;5,9;other;other;other;One;NA;NA;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;CenterCue;ANT;1;
Wierzbicki (2014);1;201;252;175;64;330,94;112,58;59;324,64;89,89;2014;other;UK/USA/CHI/GER/OTHER;Young adults from an online market research community;ENG;GER/CHI;other;younger;NA;NA;24,2;5,9;other;other;other;One;NA;NA;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Incongruent;ANT;1;
Wierzbicki (2014);1;201;252;448;64;28,46;50,77;59;23,29;43,85;2014;other;UK/USA/CHI/GER/OTHER;Young adults from an online market research community;ENG;GER/CHI;other;younger;NA;NA;24,2;5,9;other;other;other;One;NA;NA;NA;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Wierzbicki (2014);1;201;252;173;64;324,73;106,33;59;305,19;78,29;2014;other;UK/USA/CHI/GER/OTHER;Young adults from an online market research community;ENG;GER/CHI;other;younger;NA;NA;24,2;5,9;other;other;other;One;NA;NA;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;ANT;1;
Wierzbicki (2014);1;201;252;449;64;450,62;66,95;59;428,37;50,35;2014;other;UK/USA/CHI/GER/OTHER;Young adults from an online market research community;ENG;GER/CHI;other;younger;NA;NA;24,2;5,9;other;other;other;One;NA;NA;NA;2 colours/squares;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;SimonColors;1;
Yamasaki & Prat (2014);1;210;265;761;83;73,41;41,71;50;77,37;40,25;2014;peer;USA;University students;ENG;NA;other;younger;19,14;NA;19,42;NA;other;child;high;NA;NA;1;NA;Words (ENG/L1);V;1;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Yamasaki & Prat (2014);1;210;265;107;50;61,06;9,97;83;56,36;14,82;2014;peer;USA;University students;ENG;NA;other;younger;19,14;NA;19,42;NA;other;child;high;NA;NA;1;NA;Letters & mathematical equations (ENG/L1);V;1;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Yoo (2014);1;215;272;118;40;0,57;0,11;45;0,6;0,1;2014;other;USA;Young adults;ENG;KOR;EngKor;younger;22,46;2,19;20,1;3,14;other;other;NA;One;2;NA;3;Words (ENG/L2);V;2;ComplexSpan;WM;ComplexSpan;ComplexSpan;ReadingSpan;2;reversed
Yoo (2014);1;215;272;348;41;-0,23;0,11;47;-0,17;0,09;2014;other;USA;Young adults;ENG;KOR;EngKor;younger;22,46;2,19;20,1;3,14;other;other;NA;One;2;NA;3;Shape;NV;NA;Nback;WM;Nback;Effect;Nback;2;reversed
Zavaleta (2014);1;216;273;843;6;174,71;99,2;7;238,45;119,93;2014;other;USA;University students;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;high;NA;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Zavaleta (2014);1;216;273;842;6;152,2;88,33;7;184,03;96,67;2014;other;USA;University students;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;high;NA;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Zavaleta (2014);2;216;274;845;6;174,71;99,2;26;173,93;91,42;2014;other;USA;University students;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;other;NA;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Zavaleta (2014);2;216;274;844;6;152,2;88,33;26;145,62;90,13;2014;other;USA;University students;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;other;NA;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Zavaleta (2014);3;217;275;846;20;166,46;100,23;22;180,45;84,89;2014;other;USA;University students;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;high;NA;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Zavaleta (2014);4;217;276;847;20;166,46;100,23;42;170,8;68,6;2014;other;USA;University students;ENG;> 2;other;younger;NA;NA;NA;NA;NA;NA;other;NA;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
